id_cliente,nome_artista,reputacao_artista,altura,largura,peso,material,preco_escultura,preco_base_envio,internacional,envio_expresso,instalacao_incluida,transporte,fragil,pedido_extra_cliente,localizacao_remota,data_agendada,data_entrega,custo
40c47b1c-68e9-4fd0-bb6e-2c00b4bace6e,Mary Kirchoff,0.22,10.3632,2.4384,621.874632,Madeira,25935.0,58.0125,Sim,Sim,Sim,Não especificado,Não,Sim,Não,04/05/22,02/05/22,1075.7775
87624c65-3694-4db7-b4db-3c2c00188c7d,Joan Scott,0.4618504347826087,2.7432000000000003,1.2192,1407.042384,Pedra,399682.5,483.84,Não,Não,Não,Não especificado,Não,Sim,Não,10/05/19,09/05/19,12166.665
6959a8a6-4211-43e2-95e9-e574120e6b75,Thomas Miller,0.4618504347826087,3.3528,2.4384,1407.042384,Mármore,218190.0,479.9025,Sim,Não,Não,Aéreo,Não,Sim,Não,05/02/21,07/02/21,3316.2675
a6e2a550-90f6-4888-b4c9-af7adcf5d148,Jim Hamill,0.57,1.8288,1.2192,336.565264,Mármore,34912.5,84.0,Não,Não,Sim,Rodoviário,Não,Sim,Sim,24/12/21,23/12/21,1668.45
f818a17f-5989-4a01-af98-e6bbd1fba46c,Paul Machin,0.88,1.8288,1.524,1407.042384,Não especificado,61005.0,67.72500000000001,Sim,Não,Não,Aquaviário,Não,Sim,Não,30/12/22,27/12/22,1695.12
8ed7dcf6-e6b0-483e-a112-8e0e206bbf98,Amy Harrison,0.23,6.096,2.4384,1650.621288,Latão,72450.0,126.3675,Não,Sim,Não,Não especificado,Não,Não,Não,29/01/20,31/01/20,1298.3775
96d23329-2353-4699-ad33-16a4aaf57365,Ernest Studt,0.14,9.144,2.4384,1407.042384,Não especificado,23467.5,73.08,Não,Não,Sim,Rodoviário,Sim,Sim,Não,02/03/22,28/02/22,962.535
2738a0b1-44a0-4cc7-ac55-2ee9c9c583ab,Mae Mastoris,0.05,4.2672,2.4384,961.161448,Bronze,36435.0,91.5075,Não,Sim,Sim,Aéreo,Não,Sim,Não,12/09/22,11/09/22,936.075
63ebc36c-68ee-4218-a3b5-c96b4adbc259,Donny Neptune,0.44,7.010400000000001,2.1336,81.192968,Madeira,22942.5,127.5225,Não,Sim,Não,Aéreo,Não,Sim,Não,24/12/21,23/12/21,1355.9175
da07d698-57a6-4aa8-a70d-d896b457d8aa,Cynthia Applin,0.45,5.1816,4.8768,437.262688,Alumínio,28980.0,106.8375,Não,Sim,Não,Aéreo,Não,Não,Não,14/08/22,14/08/22,1587.5475
cca38704-7d5a-4e4a-bc3f-64ade2d03569,Barbara Adelstein,0.32,7.9248,3.3528,4458.80936,Bronze,54862.5,166.74,Não,Não,Não,Rodoviário,Não,Sim,Não,07/10/21,04/10/21,1755.39
5ea5c34e-2e71-43c1-98a0-70c460d09d8b,James Salberg,0.58,9.144,2.1336,5732.042104,Latão,102952.5,134.92499999999998,Não,Não,Não,Rodoviário,Não,Sim,Não,08/09/19,10/09/19,2408.805
680bbe96-3bad-4ad0-8546-1349c0c4a830,Donna Shoemaker,0.36,2.7432000000000003,1.2192,160.57156799999998,Bronze,23520.0,116.9175,Sim,Sim,Sim,Aéreo,Não,Sim,Sim,05/07/20,09/07/20,1209.1275
3c0abc53-6e33-4ed8-a7dc-8cc5dede1bff,Chase Farnham,0.38,1.524,0.9144,185.97272,Não especificado,25095.0,127.1025,Não,Não,Não,Não especificado,Não,Sim,Não,25/02/19,21/02/19,1342.5825
170eb32f-63bf-4ce2-977c-624dbeead8ec,James Moore,0.29,7.62,2.1336,4668.368864,Latão,287437.5,395.9025,Sim,Não,Não,Rodoviário,Não,Não,Não,26/04/20,26/04/20,4458.72
f17892db-60cb-402d-a83a-26789c8e6846,Glen Rodriquez,0.47,6.096,1.8288,122.46984,Alumínio,34912.5,76.91250000000001,Não,Não,Não,Aéreo,Não,Sim,Não,19/10/19,19/10/19,1049.37
ef613f7a-6ba4-4a5e-a596-5190f4886394,Virginia Wiseman,0.12,6.4008,3.6576,168.736224,Madeira,17902.5,76.2825,Não,Sim,Sim,Aéreo,Não,Sim,Não,05/07/23,07/07/23,676.5675
892f90c2-df95-4204-a55f-418a4a75f39a,Chris Brown,0.47,9.7536,2.1336,130.180904,Madeira,21945.0,72.1875,Não,Não,Sim,Rodoviário,Não,Sim,Não,24/01/21,20/01/21,1256.01
1408f95f-6e7b-4714-babc-9c6f06cfa6b6,Brian Key,0.47,9.7536,2.7432000000000003,207.745136,Madeira,28035.0,87.25500000000001,Não,Não,Não,Rodoviário,Não,Sim,Sim,14/03/22,17/03/22,1162.6125
1648b09a-52b5-48f5-81a5-d17e8ca2640c,Lisa Ortiz,0.03,0.9144,0.6096,42.637648,Mármore,26302.5,89.30250000000001,Não,Não,Não,Não especificado,Não,Sim,Não,25/05/19,26/05/19,882.7349999999999
bf8c2704-81ce-4eb9-b1d5-0cf330b50358,Anna Goldwyn,0.88,2.7432000000000003,1.524,3282.645304,Mármore,185692.5,335.3175,Não,Não,Sim,Aéreo,Não,Sim,Não,17/04/22,13/04/22,6724.672500000001
02e46767-2f02-4666-83bc-58afa2658fe9,Clara Dyer,0.81,3.048,2.4384,102.0582,Argila,23257.5,111.3,Sim,Sim,Não,Aéreo,Sim,Sim,Não,11/07/21,11/07/21,2120.58
0a17aa03-e6fd-4778-ade1-6dbc95082ab7,Rodolfo Smith,0.19,3.3528,2.4384,204.1164,Argila,36382.5,124.215,Não,Sim,Sim,Rodoviário,Sim,Não,Sim,30/08/20,26/08/20,1414.4025
c52fa277-f0f1-4a1c-9cbd-f70250b1c608,Ruth Wise,0.68,10.3632,2.4384,5032.149648,Não especificado,154560.0,132.195,Sim,Sim,Não,Aéreo,Sim,Não,Não,10/05/19,08/05/19,7897.6275
1b24afe6-a046-4a9a-a298-696c540b2a00,Lisa Schepis,0.24,14.0208,6.096,872.711008,Não especificado,32812.5,56.91,Sim,Sim,Não,Não especificado,Não,Não,Não,27/12/20,28/12/20,1090.4775
0e5df369-e462-490e-adb5-bea359dcbc18,Tyler Smith,0.18,5.1816,3.048,348.358656,Alumínio,22575.0,130.4625,Sim,Não,Sim,Aquaviário,Não,Sim,Sim,15/09/22,19/09/22,991.935
20fcda1a-0ad4-4f22-a3d5-9b44c46c0d99,James Hanson,0.41,2.1336,1.524,2107.842024,Não especificado,72765.0,83.47500000000001,Sim,Sim,Não,Aéreo,Não,Não,Não,27/01/21,26/01/21,1642.7775
28cc70b8-5024-4b8e-a911-07d52ec9ebfd,Judy Jones,0.42,7.62,3.3528,624.596184,Alumínio,29085.0,105.63,Não,Não,Não,Não especificado,Não,Sim,Não,02/08/19,31/07/19,1299.0075
c5674ce0-8471-4be6-8b7c-e97bbdbed829,Bruce Moss,0.29,5.486400000000001,3.6576,4981.800936,Bronze,102742.5,173.8275,Não,Sim,Não,Aéreo,Não,Não,Não,05/07/22,02/07/22,2200.485
e5c850bb-8381-42f8-ae87-3900f5672e21,Denise Dean,0.84,1.524,1.2192,1407.042384,Não especificado,23467.5,59.2725,Sim,Sim,Não,Não especificado,Não,Sim,Sim,28/02/20,29/02/20,1335.495
c72b5593-d248-4cc7-85f8-147007a5b0d2,Willie Smith,0.57,3.048,1.524,142.427888,Argila,18742.5,110.985,Não,Não,Sim,Rodoviário,Sim,Sim,Não,02/12/20,02/12/20,1346.8875
fa09ac85-fd0c-42b8-b352-3f63f4f68f6c,Angela Payne,0.31,1.524,1.524,13.154168,Madeira,21577.5,84.05250000000001,Sim,Sim,Sim,Aéreo,Não,Sim,Não,12/09/19,15/09/19,742.5075
d15ed3ed-354c-4b9c-8124-d47d68a9ca90,Joyce Sandifer,0.77,1.8288,1.524,185.519128,Bronze,23940.0,112.98,Sim,Não,Não,Aquaviário,Não,Sim,Não,07/12/21,04/12/21,1721.5275
5e8cb735-9745-4f62-8774-95c88e30e5ca,David Gordon,0.71,1.8288,1.2192,1407.042384,Não especificado,30660.0,115.9725,Não,Sim,Não,Rodoviário,Sim,Sim,Não,20/10/21,20/10/21,1525.1775
3fbaaaa1-db0c-4758-9fbf-0c739104389a,Jean Ferguson,0.41,9.4488,4.572,2962.862944,Argila,29190.0,431.3925,Sim,Sim,Não,Aéreo,Sim,Sim,Não,21/06/23,18/06/23,6044.325
e4513386-a201-48c4-b182-91c480855bd9,Doug Creech,0.44,10.3632,2.4384,368.316704,Alumínio,20317.5,102.585,Sim,Sim,Não,Aéreo,Não,Sim,Não,07/10/21,07/10/21,1468.215
ef6f85fc-81dc-429f-bc75-af1b6d6bccc4,Sue Brewer,0.69,5.7912,2.1336,104.32616,Madeira,35857.5,124.4775,Não,Não,Não,Aquaviário,Não,Sim,Não,20/04/22,24/04/22,2076.9
b5af837f-c32a-4028-9abb-12344a70a018,David Ward,0.31,2.1336,1.524,1407.042384,Latão,25672.5,120.435,Não,Não,Não,Aquaviário,Não,Sim,Não,05/01/23,06/01/23,997.71
68bea698-b5c6-4369-8634-2ca2d580624f,Norman Scarborough,0.74,6.096,4.2672,409.139984,Madeira,33337.5,124.635,Não,Não,Sim,Rodoviário,Não,Sim,Não,19/03/21,20/03/21,3824.73
79196084-80c7-4cf7-9314-15fa1189dc40,Dawn Nakasone,0.86,6.096,3.6576,180.076024,Madeira,26775.0,104.5275,Não,Não,Não,Aquaviário,Não,Sim,Não,31/08/21,27/08/21,3397.275
117f7fcd-089b-46a7-9454-6e2c236e85db,Virginia Sullivan,0.4618504347826087,4.572,1.8288,914.441472,Bronze,27037.5,77.1225,Não,Não,Não,Não especificado,Não,Sim,Não,26/11/20,24/11/20,727.1775
579a332f-4008-408a-a499-f9c198ef5d66,Daniel Hodge,0.29,0.9144,0.6096,5.896696,Bronze,31447.5,114.1875,Não,Sim,Sim,Aéreo,Não,Não,Não,27/09/22,27/09/22,1007.475
1bc9ece5-39ab-4bb8-943c-5fdf56f50e2e,Peter Thompson,0.24,2.1336,1.2192,1730.907072,Pedra,59430.0,101.22,Não,Sim,Não,Aéreo,Não,Sim,Não,29/03/23,27/03/23,1366.995
1cc1332a-871d-4066-af89-ffc13b18f306,Valerie Lindeland,0.8,10.668,3.048,372.852624,Madeira,35910.0,127.9425,Sim,Não,Não,Aquaviário,Não,Sim,Sim,02/08/21,29/07/21,5210.5725
92a095a0-4280-498e-a61d-11db146e0ceb,Teresa Chambers,0.4618504347826087,1.524,1.524,1407.042384,Não especificado,34965.0,67.6725,Não,Sim,Sim,Aéreo,Não,Sim,Não,16/10/19,12/10/19,2864.4
86f278b9-d858-4a48-ae31-ae1554353e9a,Margo Kemp,0.49,2.1336,1.524,84.368112,Não especificado,24832.5,89.66999999999999,Sim,Sim,Não,Aéreo,Sim,Não,Não,20/04/20,20/04/20,1233.645
0529fad3-7787-4796-90b9-35e2a4883db8,Debbie Creason,0.1,4.8768,2.1336,185.519128,Alumínio,20790.0,69.5625,Não,Não,Sim,Rodoviário,Não,Sim,Não,28/11/20,30/11/20,616.14
af91a87d-c819-48d8-bb3e-9cfbd5a1bd22,Tanya Hibbard,0.01,3.6576,2.1336,905.369632,Bronze,16747.5,102.585,Não,Não,Sim,Rodoviário,Não,Sim,Não,18/07/21,18/07/21,819.9975
8eafe75e-48f5-4493-9177-f7bfec47d1cb,Brian Henderson,0.62,3.9624,2.4384,1392.981032,Não especificado,18532.5,71.085,Não,Não,Não,Não especificado,Não,Sim,Não,07/02/22,08/02/22,1153.425
8cddfeee-9a7f-4bac-9a5d-09df2c748ce8,Harry Ahmed,0.45,7.315200000000001,3.3528,200.487664,Madeira,34440.0,53.0775,Não,Sim,Não,Não especificado,Não,Não,Não,04/06/20,01/06/20,1204.455
a5b1541f-26cd-4546-95f7-74602729ba58,Joseph Shetler,0.06,2.7432000000000003,1.524,140.61352,Não especificado,35385.0,114.9225,Não,Não,Não,Rodoviário,Sim,Não,Não,02/07/19,30/06/19,893.4975
ffa1ed3f-cb43-43ba-9dbb-49ba21cd5f67,Lori Mcadoo,0.82,4.572,2.4384,44.452016,Madeira,21105.0,130.3575,Sim,Não,Não,Aquaviário,Não,Não,Não,02/09/20,04/09/20,2748.6375
1da6d588-37cc-462c-9428-ef3af361e6a8,Gilbert Kumar,0.82,4.8768,1.8288,199.58048,Alumínio,36382.5,106.8375,Não,Sim,Sim,Aéreo,Não,Sim,Não,11/04/21,11/04/21,3245.865
d39594c8-54c0-4d8e-87c6-676b82dc51f0,John King,0.06,3.6576,1.8288,297.556352,Argila,19267.5,90.405,Não,Não,Sim,Rodoviário,Sim,Sim,Não,18/12/20,18/12/20,758.3625
b8891f78-b33c-4a02-92f2-1128ebd48490,Lana Mullen,0.6,6.7056,3.3528,1360.322408,Argila,40215.0,102.3225,Não,Não,Sim,Rodoviário,Sim,Sim,Sim,23/11/22,21/11/22,3144.9075
786aa1e0-26b7-4258-aa4f-5e28a4257958,Doug Brown,0.62,10.3632,3.9624,896.751384,Alumínio,68565.0,124.53,Sim,Não,Sim,Aéreo,Não,Sim,Não,02/09/19,06/09/19,2804.34
413ca8a8-3f9a-40f8-bc73-0cf77bef3a11,Mary Raminez,0.39,7.62,4.2672,223.167264,Madeira,30030.0,117.8625,Não,Não,Sim,Não especificado,Não,Sim,Não,25/10/19,29/10/19,1359.645
8a2597e7-9d21-45bd-aac1-d75d5b105147,John Duke,0.67,6.4008,1.8288,1715.031352,Latão,84735.0,98.28,Não,Sim,Não,Rodoviário,Não,Não,Não,27/11/22,27/11/22,2403.66
d3d5dbe5-7eab-4d8d-b8ee-6f98af7d4375,Timothy Cross,0.4618504347826087,12.8016,6.4008,1187.503856,Não especificado,35805.0,129.4125,Sim,Não,Não,Aquaviário,Não,Sim,Não,15/04/19,19/04/19,779.73
d873bf62-4f96-41aa-aa0a-c67fbc52b497,Martin Sharon,0.83,10.9728,2.4384,1056.86936,Não especificado,56385.0,115.4475,Não,Não,Sim,Não especificado,Sim,Não,Não,01/02/21,05/02/21,4962.405
19bf9896-3154-49a4-9df9-a1b5e1d8e414,Richard Dunsford,0.28,6.096,2.7432000000000003,1407.042384,Madeira,19425.0,60.165000000000006,Não,Sim,Não,Rodoviário,Não,Sim,Não,21/02/21,18/02/21,714.84
996b0305-0317-4b92-bc23-2eafb06a1c1b,Sue Contreras,0.01,5.486400000000001,3.048,3828.770072,Latão,73447.5,456.5925,Sim,Não,Sim,Aquaviário,Não,Sim,Não,02/07/22,30/06/22,2300.97
6ae25c4e-e515-4a34-ad92-d329c41ba2a2,Linda Smith,0.5,2.7432000000000003,1.2192,1407.042384,Alumínio,29977.5,78.8025,Não,Não,Não,Rodoviário,Não,Sim,Não,04/02/22,05/02/22,899.115
f7dac533-20a0-4cc0-8713-e2275dc7dbce,Sally Mikasa,0.8,2.7432000000000003,1.2192,356.06972,Não especificado,19267.5,126.1575,Não,Não,Não,Não especificado,Não,Sim,Não,17/02/22,20/02/22,1654.1175
235e3bee-1c62-4fcb-b1e3-27b67b074e16,Jodi Goodwin,0.63,8.8392,2.4384,908.091184,Argila,64890.0,122.6925,Sim,Não,Não,Não especificado,Sim,Sim,Não,10/02/22,13/02/22,2171.5575
e09cfe97-d676-4db3-9860-7ed86745ca6f,James Avellaneda,0.49,7.9248,2.4384,2175.427232,Bronze,109725.0,99.855,Não,Não,Não,Rodoviário,Não,Sim,Não,23/04/21,26/04/21,1497.93
03646dbe-7d02-48f8-9653-e9a42ea370f3,Angela Beadle,0.91,10.3632,3.3528,1025.571512,Argila,43627.5,105.6825,Não,Não,Sim,Rodoviário,Sim,Sim,Sim,04/12/19,06/12/19,12001.1325
02fa4c01-23eb-4ab7-a082-be6295e72603,Patricia Hardin,0.57,10.3632,2.4384,1357.600856,Alumínio,60900.0,130.305,Não,Não,Sim,Rodoviário,Não,Sim,Não,07/08/23,10/08/23,2605.3125
f7b83cb6-00de-4a9d-84f9-fcdc12453652,Michael Holbrook,0.77,4.8768,1.8288,831.434136,Bronze,66307.5,97.44,Não,Sim,Não,Rodoviário,Não,Não,Não,02/11/20,02/11/20,2298.1875
f13fecea-7684-4258-906f-0a307de2bf9b,Carolyn Strack,0.53,2.7432000000000003,1.2192,1830.697312,Não especificado,55440.0,76.8075,Não,Sim,Não,Aéreo,Não,Sim,Não,27/04/21,27/04/21,1404.69
9778bd21-b3eb-4f85-945d-3472ea73723d,Katie Wiggins,0.84,4.572,1.8288,163.746712,Alumínio,34702.5,90.09,Não,Não,Não,Rodoviário,Não,Sim,Não,29/09/21,27/09/21,2696.82
b2f3c293-a855-44e4-9896-bbdd31c05112,Mary Coleman,0.35,3.6576,1.8288,38.101728,Madeira,30555.0,63.3675,Sim,Sim,Sim,Aéreo,Não,Sim,Não,27/05/20,23/05/20,957.705
8d462c99-8004-4b1f-aa9d-6fb018be85c9,Vince Harvell,0.37,5.1816,3.3528,787.889304,Argila,16537.5,86.1,Não,Sim,Sim,Aéreo,Sim,Não,Não,02/02/19,04/02/19,1517.6175
f9886720-e44c-415a-86ba-0a3bb63d6ac9,John Anderson,0.4618504347826087,8.8392,2.1336,137.438376,Não especificado,23835.0,57.96,Não,Não,Não,Não especificado,Não,Sim,Não,19/11/20,16/11/20,921.165
0bff947e-18fa-48a9-a0f5-2bace203d0ba,Shirley Bandy,0.55,2.4384,1.524,29.48348,Madeira,34650.0,76.8075,Não,Sim,Sim,Aéreo,Não,Sim,Não,29/06/22,03/07/22,1062.5475
3e130f0d-3af5-417a-ab35-dfbfcbb0b3cb,Marsha Walker,0.26,6.096,2.4384,1796.677912,Bronze,81322.5,121.8525,Não,Não,Sim,Aquaviário,Não,Sim,Não,07/08/19,11/08/19,1117.725
0ef2b2fb-a0df-4d48-935f-d34661759938,Kelsey Vallarta,0.05,6.096,2.4384,256.27948,Alumínio,35017.5,97.965,Não,Não,Sim,Rodoviário,Não,Não,Não,02/05/21,02/05/21,830.76
a57194a7-3e50-4914-837b-dc67be5e84c3,Joseph Hodgkins,0.55,1.524,2.4384,4.53592,Madeira,18060.0,130.2525,Não,Sim,Não,Não especificado,Não,Sim,Não,07/12/22,05/12/22,1058.82
65e504f5-94e3-4e99-a50e-6fa90ae43ec5,Heather Sinko,0.4618504347826087,5.486400000000001,2.1336,161.02516,Alumínio,34335.0,119.595,Não,Não,Não,Rodoviário,Não,Sim,Não,02/08/20,02/08/20,856.4325
ceda10d0-be99-4913-9385-30ec78274c4a,Lucila Russell,0.13,7.010400000000001,3.9624,747.519616,Alumínio,18060.0,101.22,Não,Não,Não,Rodoviário,Não,Não,Não,16/08/20,16/08/20,830.13
404119de-8c2b-4cee-8223-9db526768b03,Doug Carver,0.16,7.315200000000001,3.3528,1598.9118,Argila,43837.5,93.24,Não,Não,Não,Aquaviário,Sim,Sim,Sim,20/10/19,24/10/19,886.5150000000001
e96e50e5-6284-4a63-8cee-afda1b2f4b59,Ryan Mertz,0.2,8.5344,1.8288,610.988424,Argila,17010.0,53.655,Sim,Sim,Não,Aéreo,Sim,Sim,Não,18/03/19,14/03/19,1032.7275
ce5ee7a6-261f-4b68-a0ce-4dc7c410d28d,Donn Daughtrey,0.57,9.7536,4.572,3874.582864,Argila,147840.0,465.5700000000001,Sim,Não,Não,Aquaviário,Sim,Não,Não,30/12/19,30/12/19,8424.5175
f53978a6-0d32-4dd4-83b4-06d1baa0373a,John Pate,0.2,11.5824,2.4384,1407.042384,Madeira,33337.5,116.34,Sim,Não,Sim,Aquaviário,Não,Sim,Não,03/03/21,07/03/21,959.9625
80b7dc1a-147c-4da2-ac68-bc4435af04f3,Grover Hoover,0.92,3.9624,1.8288,58.96696,Madeira,18795.0,124.32,Sim,Não,Não,Aquaviário,Não,Sim,Não,26/07/20,25/07/20,2804.13
3fb96df1-317a-4360-85ff-bd795b2f1106,Clifford Johnson,0.01,2.7432000000000003,1.524,24.493968,Madeira,19687.5,128.31,Sim,Não,Sim,Aéreo,Não,Sim,Não,25/03/23,29/03/23,702.24
51a8e04c-1b29-4271-a077-1e1ba1a839e7,Clifton Merrigan,0.4618504347826087,3.9624,1.8288,258.093848,Argila,17692.5,91.665,Não,Não,Sim,Aquaviário,Sim,Sim,Não,29/09/19,29/09/19,740.355
1bb88016-1b6a-4e02-a9e4-57138c903b0b,Victor Rollins,0.4618504347826087,1.524,0.9144,7.711064,Madeira,21105.0,59.4825,Sim,Não,Não,Aquaviário,Não,Sim,Não,11/07/21,10/07/21,545.37
863f0289-8265-4923-9ec9-484642f10cdf,Amy Torres,0.54,6.096,3.9624,1407.042384,Bronze,241237.5,199.8675,Não,Sim,Não,Rodoviário,Não,Não,Não,23/07/21,25/07/21,5049.8175
2711fb1f-7a2f-43c2-90fa-57932ee66edf,Arthur Chappell,0.71,14.3256,3.9624,467.19976,Madeira,17535.0,130.83,Não,Não,Sim,Rodoviário,Não,Sim,Não,14/09/20,16/09/20,3842.475
7f0853a8-b179-4efc-9f32-b784bd4870e2,Mathew Spence,0.25,4.8768,1.8288,124.7378,Alumínio,34650.0,122.1675,Não,Não,Sim,Aéreo,Não,Não,Não,29/11/22,29/11/22,1154.58
ccee10a0-809c-4554-9478-b3b61ab54222,Eleanor Brown,0.21,8.5344,6.096,465.385392,Madeira,25830.0,85.89,Sim,Sim,Não,Aéreo,Não,Sim,Não,12/12/21,14/12/21,885.675
bb446089-85f0-4340-8425-be88e02b4312,Charles Henry,0.4618504347826087,2.7432000000000003,1.2192,1339.003584,Mármore,80430.0,75.7575,Não,Não,Não,Rodoviário,Não,Não,Não,04/08/20,07/08/20,1170.2775
8734d1f7-b335-4de6-ac9e-6f012fe4f2ed,Faye Martinez,0.1,5.7912,1.8288,66.224432,Não especificado,32917.5,57.0675,Sim,Sim,Não,Não especificado,Não,Não,Não,28/05/23,29/05/23,682.1325
34f3dc99-638b-4044-9f9a-f6e07f56f8fc,Patricia Blews,0.4618504347826087,4.572,2.4384,61.688512,Madeira,29610.0,104.16,Sim,Não,Não,Aquaviário,Não,Sim,Não,23/10/22,21/10/22,2888.865
416cbe47-d123-40ae-a975-9f2efb48cc20,Jenna Powers,0.39,10.3632,3.9624,501.21916,Madeira,31290.0,95.13,Não,Não,Não,Não especificado,Não,Não,Não,04/07/19,04/07/19,1261.2075
0f899d9d-6d6f-4cf2-8eee-3e3c2f9e7327,Halley Pugh,0.4618504347826087,5.486400000000001,3.3528,547.939136,Não especificado,31815.0,124.6875,Sim,Não,Não,Aquaviário,Não,Sim,Não,21/09/22,19/09/22,2039.31
88282184-5a79-4bd0-8ef3-945e0dcddbce,Sarah Johnson,0.38,6.096,1.8288,1407.042384,Não especificado,101955.0,519.3825,Sim,Não,Não,Aquaviário,Não,Sim,Sim,30/01/19,27/01/19,4438.77
b1d3fb45-0f02-4a37-9b8e-083fd01e61f6,Kelvin Sparkman,0.63,6.096,3.6576,189.147864,Madeira,25777.5,109.2,Não,Sim,Sim,Rodoviário,Não,Não,Não,18/10/22,16/10/22,2429.9625
54e779bf-d2da-4333-857f-50b88e3fd8fb,Diane Sager,0.41,5.486400000000001,1.8288,62.142104,Madeira,28245.0,59.43,Sim,Não,Não,Aquaviário,Não,Sim,Não,01/09/21,29/08/21,845.1975
15b2999e-82be-4565-814b-085b725f3ad6,Allene Bell,0.55,4.572,1.8288,2066.565152,Latão,34912.5,111.1425,Sim,Não,Sim,Aquaviário,Não,Sim,Não,24/06/22,21/06/22,2131.605
b932a7dc-d436-483c-be5a-99fc5d693ba1,Linda Coyt,0.09,3.6576,2.1336,199.126888,Alumínio,29452.5,82.4775,Sim,Sim,Sim,Aéreo,Não,Não,Não,08/07/23,08/07/23,890.925
dd88e7c4-4c9f-4175-87af-cd2e31ba781c,Betty Moyer,0.4618504347826087,6.096,1.8288,871.350232,Latão,21840.0,78.54,Não,Não,Não,Rodoviário,Não,Não,Não,28/08/21,28/08/21,853.5975
e96a9e62-5d20-4ce7-9d73-2086af1e0385,Casey Bryant,0.79,5.1816,1.8288,73.481904,Madeira,17692.5,87.99000000000001,Não,Não,Não,Aquaviário,Não,Sim,Não,21/10/20,23/10/20,1545.6
c9d78b5a-9dd0-4f25-b2e5-736a4ebae032,Kris Craft,0.12,3.048,1.524,153.767688,Argila,18427.5,94.605,Sim,Sim,Sim,Aéreo,Sim,Sim,Não,16/05/22,14/05/22,952.2975
6300de3c-f92c-4f7d-a825-020db08c1b9c,Joyce Ibarra,0.22,1.8288,1.2192,45.3592,Argila,22522.5,55.9125,Não,Não,Não,Aéreo,Sim,Sim,Não,11/04/23,11/04/23,604.905
761157a8-3659-46f7-adfa-384036c0154a,Robert Sparling,0.11,1.524,1.2192,78.471416,Bronze,33495.0,88.56750000000001,Não,Não,Sim,Aéreo,Não,Sim,Não,18/08/19,17/08/19,816.6375
ab40decd-f419-4830-8f4d-e05ebf147373,Robert Eggert,0.55,5.486400000000001,3.048,293.020432,Alumínio,34860.0,60.375,Não,Não,Não,Rodoviário,Não,Sim,Não,01/10/19,02/10/19,1143.0825
b2172661-a0c4-4fd6-a2e2-b57493d560c8,Dennis Legge,0.46,7.9248,2.4384,4943.699208,Latão,251947.5,164.7975,Sim,Não,Não,Aéreo,Não,Sim,Não,19/05/23,18/05/23,3397.38
1ab917fc-8369-4ae0-bdcb-aae7c224b173,Patrick Holland,0.8,9.144,2.1336,5615.015368,Bronze,222652.5,358.05,Não,Não,Sim,Rodoviário,Não,Sim,Não,16/02/23,16/02/23,11363.7825
4f251d7c-ef52-4453-9049-f66b708f77b9,Peter Gonzales,0.95,3.048,1.2192,47.62716,Argila,23520.0,65.3625,Não,Não,Não,Aéreo,Sim,Sim,Não,04/07/23,07/07/23,1432.0425
13f0251b-9275-450b-8c3b-7fbf4a6e7ea8,Betty Pelfrey,0.7,6.4008,2.4384,3304.871312,Bronze,241342.5,442.8375,Sim,Não,Não,Aquaviário,Não,Sim,Não,08/04/23,12/04/23,7432.74
2ad20fb9-3f9e-4a99-8418-c0ae9277a27b,Kenneth Bellmay,0.18,7.010400000000001,3.048,6514.941896,Latão,42840.0,440.8425,Não,Não,Não,Rodoviário,Não,Não,Sim,22/04/22,25/04/22,2789.955
e83e56a6-e4c5-43d6-adf6-30c87bde1acd,Caleb Washam,0.22,5.1816,4.8768,1407.042384,Latão,144217.5,303.2925,Sim,Não,Não,Não especificado,Não,Sim,Não,11/08/20,11/08/20,2496.06
7c0cf58c-be78-4681-94d3-44232149672d,Dewayne Then,0.24,0.9144,0.9144,6.350288,Alumínio,25882.5,82.53,Não,Não,Sim,Aéreo,Não,Sim,Sim,24/02/23,25/02/23,687.8025
eff499f1-428e-42b5-b947-497a484fb2f1,Nancy Wurster,0.4618504347826087,4.2672,1.8288,1041.900824,Bronze,34807.5,128.6775,Não,Sim,Sim,Não especificado,Não,Não,Não,15/04/20,16/04/20,2017.7325
a945924f-fc85-4d66-b6e3-90cf991754ce,Tina Bunch,0.76,3.048,2.4384,56.245408,Argila,36015.0,75.1275,Não,Sim,Não,Não especificado,Sim,Sim,Não,06/05/19,04/05/19,1949.64
a222b437-f5bc-401b-bb08-d76eb2d06a57,Deanna Dobbins,0.18,3.048,1.2192,83.460928,Não especificado,22995.0,74.9175,Não,Não,Não,Rodoviário,Não,Não,Não,02/01/19,02/01/19,793.59
3703b1fa-7c14-4840-b719-c15d9a03f99f,Thelma Peterson,0.54,8.5344,3.048,5573.738496,Bronze,290692.5,231.525,Não,Sim,Não,Rodoviário,Não,Sim,Não,12/10/22,14/10/22,4979.4675
683c2508-3674-4846-aaf8-090be7875348,Gregory Bowden,0.73,2.1336,1.2192,30.390664,Alumínio,19687.5,53.9175,Não,Sim,Sim,Aéreo,Não,Não,Não,02/06/20,02/06/20,1025.0625
0faffa92-4a93-49f2-a8bc-fc8c9347e127,Victoria Williams,0.41,1.8288,1.2192,1407.042384,Alumínio,18952.5,112.245,Não,Não,Não,Rodoviário,Não,Sim,Não,16/11/19,18/11/19,843.255
